,Product Name,Price,Rating,About,Top Review
380,"Amazon Basics 1200W Cylinder Bagless Vacuum Cleaner with Power Suction, Low Sound, High Energy Efficiency and 2 Years Warranty (1.5L, Black)","4,199.",4.1 out of 5 stars,"About this item    Cyclonic technology and triple action nozzle enable thorough absorption of dust, dirt, pet hair, and debris    Comes with a reusable dirt cup which can be easily emptied and attached to the cleaner again    Has a removable and washable HEPA-F8 filter which captures 99% particles for a cleaner air release    Foot switch at the bottom allows you to swiftly transition from hard floor surfaces to plush rugs    Lightweight, portable, and easy to carry owing to its integrated handle    2-year limited warranty on manufacturing defects    Product dimension: Capacity: 1.5 l Cable length: 5 m Adjustable hose: 1.5 m    Package content: 1 X 1200 W Cylinder Bagless Vacuum Cleaner","Good suction and dust collective power..can't use for more than 25min due to heat generated by motor..
Read more"
381,Oratech Coffee electric Frother Mocktail Mixer Coffee Foam Maker whisker Blender (6 Month Warranty) (Multicolour),199.,3.5 out of 5 stars,"About this item    -Make delicious milk foam creamer for your drinks at home without a trip to Starbucks, with your own coffee maker with milk frother. The benefits of having your own electric cold coffee maker are endless, you can make your own best coffee, you know yours tastes the best.    -Proven & Trusted Quality: We use only premium materials. Our milk frother for coffee will not rust or break, ever. Built to last.    -Easy to clean Coffee frother electric: The durable, convenient metal stand gives easy access for foaming milk in seconds. Cleanup for this portable coffee maker is even faster. To clean just put the coffee mixer blender in hot running water and briefly turn it on – instantly clean!    -Electric Coffee Frother Works better than a manual coffee hand blender for making matcha/tea and works far better than fork or Frother for coffee. It works very well to mix nutritious protein powder drinks with no extra container, blender or bottle shaker to wash. Use our mocktail mixer for your whisking and mixing needs.    -Design: our coffee beater comes with an elegant design to fit into any modern kitchen.    It requires two AA Double Batteries to start. Batteries are not INCLUDED.","It's working well, I'm satisfied with the product.
Read more"
382,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,"1,699.",3.6 out of 5 stars,"About this item    Color: Aqua Blue; Product Dimension (LxWxH) : 280X230X385 mm (when Assembled). Purification Stages : 2;Storage Tank Capacity: 5 litres - Raw water, 5 litres - Purified water; Filtration Capacity : 0.31 litres per minute. Maximum Input Water Temperature: 35 degreeC. Minimum Input Water Temperature 10 degreeC    Purification by hollow fiber ultra filtration membrane. Use of nano-silver carbon for better disinfection of water;UF Membrane: 0.1 Microns Hollow Fiber Hydrophilic UF Membrane ; Expected Life of UF Membrane: 4000 litres    Transparent tank made of unbreakable ABS food-grade plastic;No chemicals like Chlorine, Bromine or Iodine used for purification thereby providing healthier and tastier drinking water. Ideal for entry level water purifier; WQA, USA gold seal certified;1 Year Warranty    Includes: Water purifier, User manual, Warranty card and Service center details;UF Filter after 4000 litters of filtration or 6 months (It may decrease if water is not good), Sediment filter after use of three months, Carbon Filter after use of three month    Warranty Description: 1 Year Manufacturer Warranty; Included Components: Bottom Tank-01, Top Tank-01, Middle Partition-01, To Cover-01, Top Lid 01, Carbon Assembly With Inl","Great product but only for 2 people in a house. Because capayis low. And it take time to filter. As it happens drop by drop. You will have to keep filling it. It say 10Lts but upper bucket is 5lts and lower is 5lts. So you can only fill 5Lit max at a time but that too is not possible because you have to leave some space at the top. So it makes it 4Lts.
Read more"
383,"Samsung 189 L 5 Star Digital Inverter Direct Cool Single Door Refrigerator(RR21C2H25S8/HL, Silver, Elegant Inox, Base Stand with Drawer 2023 Model)","17,700.",4.3 out of 5 stars,"About this item    Direct Cool Refrigerator : Economical and Stylish Single Door Refrigerators for powerful cooling that can last longer    Capacity 189 Liters: Suitable For Families With 2 To 3 Members    Star Rating : 5 Star: Best In Class Efficiency    Manufacturer Warranty : 1 Year comprehensive warranty on the product, 20 years on the digital inverter compressor    Digital Inverter Compressor : Enjoy greater energy efficiency, less noise and a long-lasting performance. Consumes 50% less power, backed up by 20 year warranty    Interior Description : Fresh Food Capacity : 171L | Freezer Capacity : 18L | Total No Of Compartments : 1 | Drawers : 1 EA | Shelves : 2 EA | Shelf Type : Toughened Glass Shelves | Anti-Bacterial Gasket | Bottle Storage Capacity : 5 | Base Stand With Drawer For Additional Space For Non-Refrigerated Food Items    More bottle space : With a Deep Door Guard can safely store larger bottles, bulky cartons of milk and juice and more beverage items without wasting space    
   Additional Features : Vege Box | Anti Bacterial Gasket | Clear View Lamp | Stabilizer free operation | Stylish design | Easy clean back Item Dimensions : W x D x H : 578 mm x 716 mm x 1325 mm | Net Weight 41.4 Kg Included in the box : 1 Refrigerator unit, User Manual, Ice Tray, Egg Tray   Show More","Received it today. Working and energy efficiency yet to be known. But it did not meet the expectations of storage space.  it's suitable for couple or 3 member family. The width of toughened glass trays is same as that of my ELECTROLUX 80litre fridge which was bought in 2014. For storage space, I loved GODREJ 190litre and it too has 5 🌟 energy efficiency which was purchased in 2021. Hope cooling and energy efficiency would meet my expectation🤞. 4🌟 for not meeting my expectation.
Read more"
384,"Philips Steam Iron GC1011/01 with 1200 Watts power, linished soleplate, up to 15 g/min of steam","1,199.",4.0 out of 5 stars,"About this item    Please wait for some time for the iron to heat up. Only then you can use the steam function effectively. If the iron is not heated enough and steam function is used, it will lead to water leakage    Linished soleplate for easy gliding on all fabrics    Continuous steam of 15 gram per minute    Thin soleplate for better heating    Vent design for uniform steam    Calc clean to prevent your iron from scale build up","At first water ws leaking from sole plate .have return request and after using it with all options then it was good to use
Read more"
385,"AIMERS Tap Water Filter Faucet Activated Carbon Clean Purifier Tap Filter Upgrade Universal Interface Water Softener for Bathroom Kitchen Purifier Accessories items 6 Layer Purifier, Multicolor",249.,3.3 out of 5 stars,"About this item    Water Filters -The activated carbon water purifier tap has a layer-by-layer purification filtration system, which can separate coconut activated carbon filter for water purifier, zeolite, PVA non-woven fabric, calcium sulfite and rubber, and is suitable for the purification of hard water filter for tap and well water.    High-quality Material - Made of soft rubber material, you don't have to worry about water filter for tap splashing on your clothes when washing things. Use this product to control the water tap filter flow and adjust it to your favorite angle to make your life easier and more convenient.    Alkaline Water Filter - Removes heavy metals from chlorine and other impurities in the water, improves the quality of the water, makes the water sweeter and safer tap filter for kitchen.    Size - Each faucet mount water softner filters is approx 5 x 10 cm. The proper size and lightweight is easy and convenient to use and carry. People can install it directly without any other tools.    Application - Suitable for most long and round basin faucets, and suitable for faucets with a diameter of 16-22 mm. Applicable faucets: single-hole basin mixer, double-sided basin mixer, shower, bathtub faucet, kitchen tap water purifier filter faucet.","The filtration is nice. Can attach to any tap with its ring adjustment.Durability is fineIt may turn black with time
Read more"
386,Bajaj Esteem 400 mm Wall Fan (White),"2,029.",3.9 out of 5 stars,"About this item    Silent Operation, Sweep 400 mm    Quick Start High Torque Motor    Full Copper Motor. Rated Power (RPM): 1320    Speed Regulation with Double Pull Cord for Convenience    Silent Operation    Quick Start High Torque Motor    Full Copper Motor. Rated Power (RPM): 1320    
   Speed Regulation with Double Pull Cord for Convenience Controller Type: Pull Chain Control; Mounting Type: Wall Mount; Material Type: Acrylonitrile Butadiene Styrene   Show More","Recommend to buy for small room or kitchen but this fan dont have automatic swing option
Read more"
387,Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),"2,499.",3.8 out of 5 stars,About this item    Twin Colour design.Wattage: 60 watts.Voltage: 230 volts.Number of speeds: 3    Jerk free / Smooth Oscillation    Three speed control    Attractive colour combinations; 2 Years Warranty    Controller Type: Remote Control; Mounting Type: Floor Mount; Material Type: Plastic,"One of best fan with easy steps of installation
Read more"
388,"Godrej 1.5 Ton 5 Star, 5-In-1 Convertible, Inverter Split AC (Copper, Heavy Duty Cooling at 52°C, 2023 Model, AC 1.5T EI 18IINV5R32 WWA, White)","43,890.",3.6 out of 5 stars,"About this item    5-in-1 Convertible Split AC with inverter compressor: Variable speed compressor which adjusts power depending on heat load. Operates at a cooling capacity ranging from 40% to 110%, adjust cooling capacity at your convenience thus helps in saving energy.    Capacity (1.5 Ton): Suitable for medium sized rooms (111 to 150 sq.ft), 618 CFM & Ambient Temperature: 52℃    Energy rating: 5 star, Annual energy consumption: 765.86, ISEER value: 5.1 This model is as per the new star rating standards valid till 2024    Warranty: 1 year on product, 5 years extended warranty on PCB, 10 years extended warranty on compressor    Condenser Coil: 100% copper evaporator and condenser with Blue Fin Anti-Corrosion coating that ensures durability and heavy duty performance for uninterrupted powerful cooling    Key Features: 5-in-1 Convertible Technology with inverter compressor, i- Sense Technology, 100% copper condenser, Evaporator coils & Connecting tube, R32 refrigerent, Backlit remote, Anti-Freeze Thermostat, Silent Operation, Anti- Microbial Self Clean Technology    Special Feature:Heavy Duty Cooling: Godrej air conditioners are built for the Indian summer. Its special design and tropical compressor ensure cooling even at 52°C    
   R32 Refrigerant gas: Environmental friendly - no ozone depletion potential Item Dimensions & Weight: Indoor Unit dimension IDU - 100(L) x 23 (B) x 29.5 (H)cms, Outdoor Unit dimension ODU - 78 (L) x 29 (B) x 55.5 (H) cms & IDU Weight (10 Kgs) and ODU Weight (29 kgs) Included in the box: ‎1 Indoor Unit, 1 Outdoor unit, Inter connecting cable 3.5 metres, Inter connecting copper pipe 3 metres, 1 Remote, User Manual, Warranty card   Show More","Connecting copper pipes missing in the package while opening the pack by Godrej installation team. I requested to send the missing parts or replace the entire unit. But finally they decided to return and refund what I don't want.
Read more"
389,Digital Kitchen Weighing Scale 0.1Gm To 10 Kg Portable Weighting Machine For Home Electronic Food Weight Machine Lcd Black Display Measuring Cooking Vegetable Fruit Food Weighing Machine-10 Kg (Small),289.,Previous page,"About this item    Portable LCD Electronic Balance digital scale .Small and Light, Making it Convenient to Carry and Use. stores easily in your pocket or tackle box .    110lb/50kg capacity with 5g or 10g accuracy; LCD screen displays weight in g/kg/lb/oz    Convenient weighing unit switch, data lock . Over load indication, auto power off after 120 seconds without any operation.Easy to Use.    Stainless steel hook concealed in the back slot, durable to use .    Blue LCD back light, easy to read value at day and night",
390,"Milton Go Electro 1.5 Stainless Steel Electric Kettle, 1 Piece, 1500 ml, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",799.,3.8 out of 5 stars,"About this item    Material: Stainless Steel, Color: Silver, Package Contents: 1 - Piece Go Electro Electric Kettle (1.5 Litres); For any queries kindly reach customer care number as mentioned on the product packaging along with the proof of purchase.    Just the place the kettle wherever you feel convenient and make your favorite beverage within a short span of time. Power indicator suggesting On/Off and Convenient On-Off button. Automatic Shut-off for safety and power saving.    Sturdy handle lets you touch it immediately after it stops functioning without having to worry about burning your hands. Wide mouth for easy cleaning, Hinded Lid for convenience. Supply: 230 Votls AC, 50 Hz., Power: 1500 Watts.    Electric kettle is a handy appliance that makes your work easy and less time-taking. Ergonomically designed body, Convenient Spout makes easy to pour. You can easily and quickly use it to prepare your coffee, hot tea or milk, etc at anytime and anywhere.    This Product Is Under 1 Year Warranty From The Date Of Retail Purchase Against Any Manufacturing Defects In Material And Workmanship. The Warranty Does Not Cover Damages Resulting From Accidents, Mishandling Or Tampering With The Mechanism. Warranty Valid Against Producing Original Bill Endorsed By Seller.","Good product
Read more"
391,"TATA Swach Steel Gravity Water Purifier, 20L (10L+10L)","4,499.",3.9 out of 5 stars,"About this item    Assembled Product Dimensions - 9.5 inch x 9.5 inch x 20.5 inch, Technology – Gravity driven ultra-hollowfibre membrane filtration    Made of Food Grade Stainless Steel, Capacity – 20 litres - 10 litres of pure water storage in lower container, 10 litres of storage in upper container. (Do not fill water in upper container if lower container is complete full)    Tata Swach Stainless Steel Purifier meets the Log Reduction Value (LRV) for bacteria, viruses & cysts as per USEPA Guideline    Cartridge life up to 6000 litres, Can work at wide range of pH (5.5 - 9.0) and TDS (up to 1500 ppm)    Anti-biofouling - better life and less frequent need for intervention, High flow rate of 4 to 5 litres per hour and Direct tap fill option available    Removes Iron from Water, Purification Stages : 2    No chemicals like Chlorine, Bromine or Iodine used for purification thereby providing healthier and tastier drinking water","The home supplied surface based or tube well based water is perfect for drinking with cleaning and storage support from gravity filters. It saves a lot of minerals and avoids wastage of water which generally happens in ROs.
Read more"
392,Mahadaha Mgi Mini Sealing Machine Plastic Bag Sealer Hand Held Heat Portable Mini Super Seal Packing Plastic Bag Tool Sealing Machine (Multicolour: Pack Of 1),230.,2.3 out of 5 stars,"About this item    It is suitable for most snack and food Impulse Pouch Packet Vacuum like potato chip bags, aluminium foil bags PVC bags, etc. heat sealing time depends on thickness of bag.    About this item It is suitable for most snack and food Impulse Pouch Packet Vacuum like potato chip bags, aluminium foil bags PVC bags, etc. heat sealing time depends on thickness of bag.    Squeeze air out of bag before completing the seal to create vacuum effect. Color: - multi color color will be send as per availability Designed with ease of use in mind - Place edge of poly or mylar bag in your sealer and slowly pull the bag through.    Sealer has good sealing effect, after heat sealing, it is equivalent to not opening the package at all, sealing clip can't completely isolated air.    Safe and Portable :- Touchless vacuum impulse technology harmless, safe.Suitable for foil heat seal bags, plastic snack bags, vacuum food storage bags, food package bags.    It is battery operated, so no need to be around a socket and hence completely Wireless.    Package Include : X 1 Mini Heat Sealer Machine","Not bad not very good
Read more"
393,"KITCHENLOCKER Rechargeable Portable USB Juicer Bottle Electric Mixer Blender Smoothie Maker Grinder -6 Stainless Steel Blades 30 watts 380ml For Fruits,Drinks,Shakes@ Sports,Travel,Outdoor,Gym,Kitchen",999.,2.1 out of 5 stars,"About this item    [ Luxurious design ] : With its sleek and modern look, this portable electric juicer/smoothy maker is sure to impress.    [ Easy to use ] : Simply add your ingredients, press the button, and enjoy your fresh juice or smoothy in minutes.    [ Powerful motor ] : The powerful motor easily extracts juice and blends ingredients for a smooth and creamy texture.    [ High-quality juicing ] : Extracts maximum juice from fruits and vegetables while preserving nutrients.    [ Durable ]: Built to last with high-quality materials like Acrylonitrile Butadiene Styrene (ABS) and construction.    [ Portable and Compact] : Perfect for on-the-go juicing and smoothy making, this juicer is easy to take with you wherever you go like at Trip,Sports,Travel,Outdoor,Gym.    [ Easy to clean ] : The detachable parts make cleaning a breeze and the stainless steel blades ensure a thorough and efficient cleaning.    
   [ Convenient Charge ] : Juicer is very convenient for charging by Laptop, Power Bank, Computer, Car or other usb devices. so you can charge it anywhere any time. [ Suitable ] : As juicer is portable , you can replace the bottom with a lid and take it away directly. It is suitable for home, work, school or travel.   Show More","It just doesn't work once you put the load in. However long you've kept it charge.Don't buy it.Take the ones available in the market with range of 1200,1500 INR.I went for it, thinking it's  value for money.But it's not.
Read more"
394,"Lepose Original Heavy Duty Top Load Washing Machine/Refrigerator(Up to 250 LTR)/Dishwasher Stand/Trolley (100% Made of Vergine Material) (Black), Large",603.,3.7 out of 5 stars,"About this item    Wheel Fitting So Easy and Ready to Use.    Size compitable Movable Stansize can for Front/Top Load washing Machines, Refrigerators, dishwashers, coolers etc. From All Top Brands Like    Min. Size: (17 Inch * 17 Inch ), Max. Size: (25 Inc X 25 Inch-inch) (Both Length & Width of the Stand is Compitable), Height: 3.5"" Extendable up to 4.5""    Load Carrying Capacity: 60Kgs, Four Heavy Duty Wheels Attached for Smooth Movement From One Place to Another    Not Recommneded For Front Load Washing Machine.","The product is good but 1 thing which i want to pinpoint that wheel are of very bad quality my mom didn't like it but as our balcony is small we are able to adjust with it also wheels are given two side only which is making whole weight on that two wheels only.althouth experience is very not good
Read more"
395,"Macmillan Aquafresh 5 Micron PS-05 10"" in PP Spun Filter Candle Set for All Type RO Water Purifier 10 inch PP Spun Filter | Ro Filter Candle (4)",210.,3.9 out of 5 stars,"About this item    RO 10 Inch, 5 Micron PP Spun Filter Cartridge/Candle used in RO Water Filter-Pre/Outer Filter Bowl.    Can be used in any pre filter that supports 10 inch pre filter    Removes Sand, Slit, Dirt & Rust particles    Replacement of Spun Filter every 3 to 4 month can save bigger expenses. - Regular replacement of Spun Filter protects RO Membrane and choking of other filters    RO filter is normally used in first stage of multi stage water filter system. Replacement of Spun/sediment Filter every month can save bigger expenses. Frequently replacing of Spun/Sediment Filter protects RO Membrane and choking of other water filters. Impurities and sediment removal water filters. These are pre filters commonly used to remove dirt, impurities, sediment, rust, slime, sand, grass and grit etc","Good 😊
Read more"
396,"E-COSMOS Multi-Purpose Refrigerator Stand, Washing Machine Stand, Furniture Base Stand, Fridge Stands for Single Door and Double Door (Square Black)",99.,4.2 out of 5 stars,"About this item    Size-10*10*5 cm/Pcs    Made for heavy weight items, weight handling-300 Kg Capacity    Saves Furniture base and floor from rust    Package Contents: 4 Pcs Set    Multipurpose 4 pieces legs, foot or Stands Suitable for Flat Base Dressing Tables, Wooden Furniture, Steel furniture ,Book Racks & Office Filing Cabinets almirahs, wardrobes, coolers, refrigerators, washing machines, storage containers, beds etc","I like it.good.
Read more"
397,"Wonderchef Nutri-blend Juicer, Mixer, Grinder, Blender & Smoothie Maker | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Recipe book by Chef Sanjeev Kapoor | Black","2,899.",3.8 out of 5 stars,"About this item    Performance with Style: India's favourite Mixer-Grinder-Blender, Nutri - blend, is the perfect combination of superior performance and superb styling that adds beauty to your kitchen    Powerful 100% Full Copper Motor: The compact yet powerful machine grinds the toughest of chutneys and masalas, and ensures nutrition extraction from all fruits and veggies thanks to its incredibly high speed of 22,000 RPM, which is almost twice that of normal mixer-grinders    Stainless Steel Blades: Super quality surgical stainless steel blades are able to grind everything and stay sharp despite working at high speeds. They extract every ounce of immunity enhancing anti-oxidants, pain relieving Omega 3s, proteins, vitamins & minerals from your foods    Specialised Functions: The Long Jar (500ml) comes with 4-wing blade for mixing-blending and the Short Jar (300ml) with 2-wing flat blade for grinding to make all kinds of chutneys, shakes, smoothies and masalas. One useful lid – for storing and sprinkling comes with the product. Additional 750 ml Juicer Jar makes this product as multi-purpose machine for all the kitchens.    Trademark Design: The attractive trademark flower design stands apart and is a symbol of health and quality. It’s a reflection of your refined taste in the kitchen    Compact and consumes less space as compared to the bulky juicers and mixers.    Safety: Its Safety Lock mechanism makes it one of the safest device to use as the machine won’t turn on until the jar gets fixed and locked to the body.    
   2 YEARS WARRANTY & AFTER SALES SERVICE: Reliable Wonderchef warranty with the best after sales service in over 12,000 pin codes across India. ITALIAN DESIGN AND GERMAN QUALITY STANDARDS: Wonderchef products draw inspiration from Italian design and adhere to German quality standards, ensuring exceptional performance and durability. Burning smell during first few usage is normal due to varnish coating on motor and will stop after few usage cycles.   Show More","Easy to use.Can be used for various purpose.Takes less space in kitchen.Operation is easyLess spillage.
Read more"
398,"JENICO WORLD Mini Coffee Milk Egg Beater Electric Foam Hand Blender Mixer Classic Sleek Design Froth Whisker Latte Maker for Milk,Coffee, Beater,Juice,Cafe Latte,Cappuccino (Mini Blender) (1)",219.,3.5 out of 5 stars,"About this item    ♥ Beautifully Styled with an elegant design. Our coffee beater is a perfect fit into any modern kitchen.    ♥ Get Creamy Froth Quickly just within 15 - 20 seconds for your morning coffee with our milk foamer.    ♥ Become a Barista Overnight and make cafe style coffee at home instantly. Impress your friends and family with our magic coffee wand.    ♥ when you are done using,you can just need to rinse stem and whisking head in hot or soapy water and then place it to dry.No need to worry about it to be decayed as it is the quality stainless steel.","I have ordered the color black instead I got pink....product is really good
Read more"
399,Crompton Optimus 100-Litre Inverter Compatible and Portable Desert Air Cooler with Wide Angle Air Throw (White),,3.9 out of 5 stars,"About this item    PRODUCT: Crompton's high air delivery desert air cooler with improved cooling efficiency, auto-swing and auto-drain functions    TECHNICAL SPECIFICATIONS: Capacity 100 L; Air delivery 5500 CMH; Power 230 W; Dimensions : 104 x 39 x 41 cm; Suitable for upto 650 sq. ft. area    Color may vary (White & Black or White & Purple)    WARRANTY: 1 year provided by Crompton from date of purchase. For any questions    ENHANCED AIR FLOW AND COOLING: Motorized and auto-swing louvres for 4-way air deflection; Honeycomb cooling pad for improved water retention","I purchased this cooler in March 2023 to beat the summer. It has worked well in its purpose in most ways however there are some issues with this cooler. I will list them out:- There is no pipe given with the cooler. Auto fill function and drain function exists but no pipe which makes it useless. We have to go separately to a hardware store and find the matching pipe and nozzle for the tap with circlips. A simple 7 meter long pipe and nozzle for pipe with additional stainless steel clips would have been good.- Pipe circlips given are of cheap quality, not stainless steel and they rust within a few weeks of exposure to water.- The cooler is very noisy and makes a loud drony sound. TV volume has to be increased to hear it.- The water tank in the cooler does not have a cover as recommended by NICD and National Centre for Disease Control - refer to the image I have attached.- Due to the lack of a water tank lid, mosquitos can easily get inside if the flaps are not kept closed. Yes, there are shutting flaps provided which is why I bought this model but not everyone in the house remembers to close them. The maid for example, family members or sometime even you yourself might forget to close the louvers.- Due to the lack of a lid on the water tank, mosquitos easily get to the water and lay eggs. You can see mosquito larvae floating in the water in the ice tray, if the water is not changed in 2-3 days. This is a 100-litre tank so this means water has to be changed frequently which is a waste.-When you drain the tank, the water does not drain completely. There is at least 3-4 liters of water left in the tank which can still be holding the mosquito larvae and other dirt. This makes it unhygienic and can cause break out of dengue and malaria.-Opening the cooler to clean it is a very big challenge. There are a total of 12-15 screws that need to be opened to clean the tank.-Once the back panel is open, there are lots of sharp edges and small compartments inside the tank that make it very difficult to clean the cooler tank. Your hands will get cut and scratched with the sharp edges. Since it is a cooler that requires regular maintenance - Crompton should have designed a tank that allows for easy access and cleaning but they have not bothered about this.- Once you finish cleaning the tank, fitting the back panel back is another challenge. The angle of to fit back the side screws is extremely challenging and fitting the back panel into the rough cut grooves of the plastic molded body is very difficult and frustrating.- The upper body of the cooler is not very sturdy and if you do not get a pipe to fill it but use a bucket to fill the cooler, it will break or cause damage to the cooler.- It takes up a lot of space.- The distribution of water on the cooling pads is not consistent - equal.- The manner in which the cooling pads and attached to the back and side panels are again badly done. You will understand once you open the cooler. Unfortunately, I have not taken any pictures but the cooling pads on the back panel of my cooler has been smashed in from the rear in the factory itself and it is held with 2 bars with screws. To change the cooling pad you need to again open more screws. Too many screws in this cooler.-Cooling pad quality does not seem as good as Havell's because of there is a strong chemical smell from the Crompton cooler that takes at least 2-3 days of continuous use for it to go away.Pros:Good Air Throw and a Powerful fan but noisyEverlast pumpHumidity Control - which is nothing but reduces water flow to cooling padsCollapsable Louvers & removable Mosquito/ Dust nets over cooling padsSturdy Castor Wheels - so far no issuesRelatively sturdy bodyLet's see how long it lasts - I hope it works until the next 2-3 summers.If you are looking for a cooler that meets NICD Cooler and National Centre for Disease Control - that is one that has a lid on the water tank to stop mosquitos from breeding in your cooler - you can look at the Havells Freddo I think. That is the only cooler that has this feature, though there might be others. I bought a Havell's cooler for my parents and the though it is a base variant with not many features I like the fact that Havell's has thought about implementing the NICD Cooler design and has some other features like metal fan and the cooling pads just slide out of the panels when you want to change them, opening the rear panel and access to clean the tank is also easier. Pipes and pipe circlip quality is better.This Crompton Optimus Cooler could have been a brilliant cooler if not for Crompton doing some really silly cost-cutting. I hope Crompton addresses these issues and evolve the product design because they are selling this product very well, in fact, I wanted to purchase the same cooler again in April but due to unavailability I had to purchase a Havell's for my parents and got some insights into better designs from other reputed brands. Some suggestions for Crompton to improve their product:-Metal Fan so noise can be reduced-Lid on Water Tank-Auto-shutting louvers when the cooler is turned off-Easy access and fewer screws - a better fastening mechanism to hold panels together so they can be opened and closed easily without damaging the body.-Cooling Pads to be of better quality-Cooling Pads to be held and removed in a sliding manner instead of screws that damage them and make it difficult to change.-Provide Pipe, Tap Nozzle, and Stainless Steel Circlips.- Create better finishing and easier cleaning design so the cooler is easy to clean and one does not get injured while cleaning it.
Read more"
400,Rico Heavy Weight Japanese Technology 1000 W Automatic Dry Iron (White),"1,390.",4.1 out of 5 stars,"About this item    Heavy Weight Iron l Chrome Plated Metal Cover, Shock proof and Easy Temperature Setting. Quality Compared to any brand . One time purchase and have a lifetime satisfaction. All India Service Centre available    Instant Quick Heat : Japanese Quick Heat Technology from ""0"" TO 250' CELSIUS in 1 Minute. Double Protection with Thermostat and Fuse Over Heat Protection. 1000 W Power Consumption & Heavy Weight Iron. Easily Iron Tough Jeans and Hard Linen Fabric instantly.    Easy Glide - Premium Chrome Plated Metal Cover is 3 Times longer & stronger than non stick coating for fast & smooth ironing that glides over all fabric types to quickly remove wrinkles.    Body: Heavy metallic body with good grip handle gives you complete control and comfort. Advance Auto Shut features wont burn clothes .Auto Turn Off as Per Fabric. Choose Your Fabric Type and the IRON Sets the Temperature Accordingly, Eliminating the Guesswork. Can be used for Home and commercial purpose    RICO gives 3 years Warranty which include Plastic & small parts also. Please reach out to our customer care for more details.","GoodWeight also expected
Read more"
401,"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)","1,599.",3.8 out of 5 stars,"About this item    500 Watt Powerful Mixer, this grinder can grind and blend both wet and dry ingredients with ease.    Operating noise levels between 80-90 dB; Initial burning smell is to be expected due to evaporating varnish, which is normal    This Lifelong combo has 3 Jar 500Watt mixer grinder and 1100Watt Dry Iron    1100 Watt Iron; with Non-Stick soleplate ensures that your garments do not stick to the plate even when the temperature is high.    1 year Brand Warranty    The 3-speed control knob of the grinder helps you get the right consistency as per your requirement. The iron also has a temperature setting knob that helps you adjust its temperature as per the fabric type.","Mixer Grinder with 3 Jar and with 3 speed option is best Choice. However Don't expect much from the Iron box's performance. Feeling less heat providing
Read more"
402,"AmazonBasics 44 L 2 Star Direct-Cool Single Door Mini Refrigerator (2022, Black, 2022 Model)","4,949.",3.9 out of 5 stars,"About this item    The star rating changes are as per BEE guidelines on or before 1st Jan 2023;Amazon Basics Black Single Door Mini Refrigerator with 4 Temperature modes to optimally store all necessary items    2 Star BEE rating with climate class T (suitable for places with ambient temperature between 16-43 degree Celsius);44 L Capacity: Suitable for bachelors, households and for commercial usage in retail outlets and restaurants; Cyclopentane foaming agent for enhanced cooling retention;R600a, 20g Coolant for low environmental impact    Warranty: 1 year on product; 5 years on compressor;Other features: Integrated handle | Reversible door | Dairy Rack | Drip Tray | Removable glass shelf | Adjustable Foot | Quiet working at 43 dB | Adjustable thermostat | 150 cm cable    This product comes ready to use and does not require installation or demo. All product features are presented in the user manual that comes with the product    Fresh Food Capacity: 44.0; Freezer Capacity: 0.0; Shelf Type: Toughened Glass; Warranty Description: 1 Year On Product, 5 Years On Compressor; Pattern Name: Solid","Value for money
Read more"
403,MDT India Real Teak Wood Coconut Scraper Table Top Grater Movable Chirava,685.,4.4 out of 5 stars,"About this item    New Stainless Steel Blade - Stronger and Sharper Teeth    Real Teak Wood - Strong, Handy and Elegant Look    No Scratches in Tile/Granite, Easy to Use, Can Keep in Shelf After Use    How to Use: Place it on any flat surface at a convenient height and keep it in position with your body by standing close to the Flat Side of Scraper & Start Scraping Simply. Note: If you are a short person, stand in a comfortable height by using a short stool or something so that you can use the scraper with ease and less effort.    Keep the blade clean after use and use the safety cap when not in Use.","Good
Read more"
404,"Sujata Chutney Steel Jar, 400 ml, (White), Stainless Steel",665.,4.5 out of 5 stars,"About this item    Warranty: No Warranty    Includes: 1 jar only    Perfectly fit to sujata's motor    Totally shock-proof and safe    Low maintenance, trouble free running","Very nice
Read more"
